站號,站名,站種,海拔高度(m),經度,緯度,城市,地址,資料起始日期,撤站日期,備註,原站號,新站號
C0G620,芬園,署屬自動站,110,120.6213,24.015678,彰化縣,芬園鄉楓坑村大埔崙產業道路上(芬園往臺灣民俗村路上),2011-11-01,,原(C1G620)站因擴充為氣象站，於2011/11/1升級為(C0G620)站。,C1G620,
C0G650,員林,署屬自動站,34,120.585597,23.946503,彰化縣,員林市萬年里明倫路2號(明倫國中內),1992-07-01,,本站於2011/3/10進行儀器汰換，於2011/11/1完成驗收。,,
C0G660,溪湖,署屬自動站,27,120.479122,23.94835,彰化縣,溪湖鎮大竹里彰水路2段725號(湖南國民小學內),2011-11-01,,原(C1G660)站因擴充為氣象站，於2011/11/1升級為(C0G660)站。,C1G660,
C0G720,溪州,署屬自動站,50,120.499093,23.851589,彰化縣,溪州鄉溪下路四段560號(溪州鄉公所),2015-07-03,,,,
C0G730,二林,署屬自動站,27,120.376081,23.903325,彰化縣,二林鎮仁愛路200號(二林消防分隊),2015-07-03,,原中西(C1G700)站因移位及擴充為氣象站，於2015/7/1升級為(C0G730)站，站名更變為二林。,C1G700,
C0G740,大城,署屬自動站,24,120.320935,23.852487,彰化縣,大城鄉東城村中平路185號(大城鄉公所),2015-07-03,,,,
C0G770,福興,署屬自動站,15,120.437669,24.041289,彰化縣,福興鄉員鹿路二段270號(福興國中),2011-11-01,,於2024/01/08完成儀器汰換,,
C0G780,秀水,署屬自動站,27,120.503869,24.03405,彰化縣,秀水鄉安東村中山路257號(秀水國小),2011-11-01,,,,
C0G800,埔鹽,署屬自動站,15,120.431683,24.000394,彰化縣,埔鹽鄉永樂村永樂路600號(永樂國小),2011-11-01,,,,
C0G810,埔心,署屬自動站,26,120.525456,23.947633,彰化縣,埔心鄉舊館村員鹿路四段201號(舊館國小),2011-11-01,,,,
C0G820,田尾,署屬自動站,29,120.509389,23.901669,彰化縣,田尾鄉中正路二段101號(仁豐國小),2011-11-01,,,,
C0G830,埤頭,署屬自動站,27,120.452806,23.866003,彰化縣,埤頭鄉大湖村大湖路260號(大湖國小),2011-11-01,,,,
C0G860,社頭,署屬自動站,45,120.5862,23.897647,彰化縣,社頭鄉社斗路一段258號(社頭國小),2011-11-01,,,,
C0G880,二水,署屬自動站,92,120.6173,23.810742,彰化縣,二水鄉文化村119號(二水國小),2011-11-01,,,,
C0G890,伸港,署屬自動站,24,120.484403,24.148933,彰化縣,伸港鄉新港村和平路60號(新港國小),2011-11-01,,於2024/01/08完成儀器汰換,,
C0G900,線西,署屬自動站,20,120.443536,24.143358,彰化縣,線西鄉慶福路300號（彰濱工業區線西服務大樓內),2019-11-22,,於2024/01/08完成儀器汰換,,
C0G910,花壇,署屬自動站,42,120.549461,24.032076,彰化縣,花壇鄉彰員路2段580號（花壇國中內）,2019-12-20,,,,
C0G920,永靖,署屬自動站,42,120.547533,23.924703,彰化縣,永靖鄉瑚璉路230號（永靖鄉公所樓頂）,2022-01-04,,,,
C0G940,竹塘,署屬自動站,21,120.386764,23.848253,彰化縣,竹塘鄉東陽路二段123號（長安國小校園內）,2022-01-22,,,,
C0G950,防潮門,署屬自動站,23,120.4871,24.1835,彰化縣,伸港鄉全興村西全路167巷111之1號,2022-12-26,,,,
C0G960,福寶,署屬自動站,5,120.3814,24.0443,彰化縣,福興鄉,2022-12-26,,,,
C0G970,三豐,署屬自動站,19,120.2895,23.882,彰化縣,大城鄉三豐村和平路30之1號,2022-12-26,,,,
C0G9B0,和美,署屬自動站,26,120.492131,24.105169,彰化縣,和美鎮鹿和路六段115號,2025-02-05,,,,
C0H890,埔里,署屬自動站,440,120.952425,23.972169,南投縣,埔里鎮大城里大城路169號(南投縣立大成國民中學內),2016-01-01,,原大肚城(C1H890)站因擴充為氣象站，於2015/9/4升級為(C0H890)站，站名更變為埔里。,C1H890,
C0H960,草屯,署屬自動站,120,120.68085,23.973672,南投縣,草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂),2011-11-01,,原(C1H960)站因擴充為氣象站，於2011/11/1升級為(C0H960)站。,C1H960,
C0H990,昆陽,署屬自動站,3076,121.273642,24.121322,南投縣,仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺,1992-07-01,,本站於2015/8/24起進行儀器汰換，並於2015/12/31完成驗收。,,
C0H9A0,神木村,署屬自動站,1595,120.843667,23.532742,南投縣,信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地),1999-02-01,,本站於2015/9/21起進行儀器汰換，並於2015/12/31完成驗收。,,
C0H9C0,合歡山,署屬自動站,3402,121.272547,24.143442,南投縣,仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班),2008-02-25,,原(C0F950)站因縣市代碼不符，於2008/2/25重新編碼為(C0H9C0)站。,C0F950,
C0I010,廬山,署屬自動站,1562,121.181808,24.033311,南投縣,仁愛鄉精英村富貴路67號前方200公尺(廬山電力公司瞭望台),1992-07-01,,本站於2015/7/30起進行儀器汰換，並於2015/12/31完成驗收。,,
C0I080,信義,署屬自動站,536,120.851036,23.689694,南投縣,信義鄉自強村綠美巷(內茅埔營林區23林班地),2016-01-01,,原(C1I080)站因擴充為氣象站，於2015/9/22升級為(C0I080)站。,C1I080,
C0I110,竹山,署屬自動站,161,120.688156,23.761225,南投縣,竹山鎮延和里向學街32號(竹山國民小學內),1992-07-01,,,,
C0I360,水里,署屬自動站,300,120.849792,23.812553,南投縣,水里鄉中山路一段515號(玉山國家公園管理處),2016-01-01,,,,
C0I370,魚池,署屬自動站,671,120.94135,23.895703,南投縣,魚池鄉東池村魚池街194號(魚池鄉衛生所),2016-01-01,,,,
C0I380,集集,署屬自動站,258,120.801467,23.828206,南投縣,集集鎮民生東路1號(農委會特有生物研究保育中心),2016-01-01,,,,
C0I390,仁愛,署屬自動站,1184,121.132206,24.022122,南投縣,仁愛鄉仁和路50號(台電公司仁愛服務所),2016-01-01,,,,
C0I410,名間,署屬自動站,180,120.701447,23.837053,南投縣,名間鄉董門巷2號(名間鄉立體停車場),2016-01-01,,,,
C0I420,國姓,署屬自動站,305,120.855072,24.037803,南投縣,國姓鄉民族街40號(國姓鄉老人文康活動中心),2016-01-01,,,,
C0I460,南投,署屬自動站,110,120.687331,23.911469,南投縣,南投市龍泉里玉井街5號(南投市公所樓頂),2015-09-21,,,,
C0I480,梅峰,署屬自動站,2165,121.173572,24.085272,南投縣,仁愛鄉大同村仁和路215號(梅峰農場),2016-01-01,,,,
C0I490,萬大林道,署屬自動站,1601,121.091411,23.928228,南投縣,仁愛鄉曲冰段(萬大林道約7.2k附近高地),2016-01-01,,,,
C0I520,玉山風口,署屬自動站,3860,120.955994,23.470489,南投縣,信義鄉(玉山主峰往北峰叉路空地附近),2016-07-15,,,,
C0I530,小奇萊,署屬自動站,3014,121.295717,24.131764,南投縣,仁愛鄉小奇萊步道指標1.5K處附近,2017-12-28,,,,
C0I540,奇萊稜線,署屬自動站,3344,121.326456,24.109231,南投縣,仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近),2017-12-28,,,,
C0K250,崙背,署屬自動站,12,120.318925,23.75555,雲林縣,崙背鄉阿勸村阿勸農場(阿勸段487號),2016-01-01,,原(C1K250)站因擴充為氣象站，於2015/6/8升級為(C0K250)站。,C1K250,
C0K280,四湖,署屬自動站,23,120.227125,23.630414,雲林縣,四湖鄉湖西村中正路766號(四湖國民中學內),1993-03-01,,本站於2015/7/18起進行儀器汰換，並於2015/12/31完成驗收。,,
C0K291,宜梧,署屬自動站,8,120.169329,23.536281,雲林縣,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂),2010-09-27,,原(C0K290)站因觀測位置不佳，於2010/9/27更變為(C0K291)站。於2015/7/1遷移至原址鄰近旁建物樓頂並進行儀器汰換。,C0K290,
C0K330,虎尾,署屬自動站,38,120.442036,23.719183,雲林縣,虎尾鎮林森路一段64號(中正國民小學內),1993-03-01,,本站於2015/5/27起進行儀器汰換，並於2015/7/1完成驗收。,,
C0K390,土庫,署屬自動站,31,120.395574,23.679029,雲林縣,土庫鎮建國路41號(土庫消防分隊),2015-07-03,,,,
C0K400,斗六,署屬自動站,65,120.541127,23.720583,雲林縣,斗六市鎮北路345-1號(斗六消防分隊),2015-07-03,,,,
C0K410,北港,署屬自動站,20,120.292802,23.573957,雲林縣,北港鎮大同路565號(北港消防分隊),2015-07-03,,,,
C0K420,西螺,署屬自動站,42,120.467394,23.800407,雲林縣,西螺鎮公正路211號(西螺消防分隊),2015-07-03,,,,
C0K430,褒忠,署屬自動站,30,120.303634,23.690938,雲林縣,褒忠鄉中正路451號(褒忠鄉公所),2015-07-03,,,,
C0K440,二崙,署屬自動站,35,120.408944,23.772797,雲林縣,二崙鄉中正路80號(二崙消防分隊),2016-01-01,,,,
C0K450,大埤,署屬自動站,35,120.431537,23.646074,雲林縣,大埤鄉中山路8號(大埤鄉公所),2015-07-03,,,,
C0K460,斗南,署屬自動站,60,120.478359,23.678734,雲林縣,斗南鎮延平路二段266號(斗南鎮停一立體停車場),2015-07-03,,,,
C0K470,林內,署屬自動站,97,120.609642,23.748675,雲林縣,林內鄉中正路685號(林內消防分隊),2016-01-01,,,,
C0K480,莿桐,署屬自動站,56,120.502372,23.761192,雲林縣,莿桐鄉和平路53號(莿桐鄉公所),2016-01-01,,,,
C0K500,元長,署屬自動站,12,120.315024,23.64981,雲林縣,元長鄉長南村仁愛街2號(元長鄉公所),2015-07-03,,,,
C0K510,水林,署屬自動站,10,120.24597,23.572924,雲林縣,水林鄉水北村水林路12號(水林鄉公所),2015-07-03,,,,
C0K530,臺西,署屬自動站,12,120.197559,23.701547,雲林縣,台西鄉中山路110巷38號(臺西消防分隊),2015-07-03,,,,
C0K550,蔦松,署屬自動站,15,120.229736,23.514319,雲林縣,水林鄉松中村蔦松路213號(蔦松國小),2016-01-01,,,,
C0K560,棋山,署屬自動站,117,120.603417,23.68645,雲林縣,古坑鄉棋盤村棋山49號(棋山國小),2016-01-01,,,,
C0K580,高鐵雲林,署屬自動站,26,120.417944,23.737456,雲林縣,虎尾鎮站前東路301號(高鐵雲林站外),2017-08-01,,,,
C0K590,雲林東勢,署屬自動站,18,120.255721,23.674192,雲林縣,東勢鄉東榮路29巷1號(東勢鄉圖書館樓頂),2022-03-22,,,,
C0K600,箔子寮,署屬自動站,14,120.14,23.6197,雲林縣,口湖鄉漁港路370號,2022-12-26,,,,
C0M520,東後寮,署屬自動站,15,120.248065,23.369908,嘉義縣,義竹鄉東光村7號(台糖東後寮農場),2015-07-03,,原(C1M520)站因擴充為氣象站，於2015/7/1升級為(C0M520)站。,C1M520,
C0M530,奮起湖,署屬自動站,1385,120.699253,23.493903,嘉義縣,竹崎鄉阿里山事業區148林班地(中興苗圃內),1993-03-01,,本站於2015/7/7起進行儀器汰換，並於2015/12/31完成驗收。,,
C0M640,中埔,署屬自動站,155,120.5229,23.42538,嘉義縣,中埔鄉中埔村128號(中埔鄉公所),2015-07-03,,,,
C0M650,朴子,署屬自動站,20,120.23902,23.43463,嘉義縣,朴子市竹村里36號(竹村國小),2015-07-03,,,,
C0M660,溪口,署屬自動站,40,120.403569,23.604131,嘉義縣,溪口鄉中正東路103號(溪口國中學生活動中心),2015-07-03,,,,
C0M670,大林,署屬自動站,43,120.45841,23.600616,嘉義縣,大林鎮新興街110號(大林地政事務所),2015-07-03,,,,
C0M680,太保,署屬自動站,37,120.331455,23.455062,嘉義縣,太保市太保里31號(太保市圖書館),2015-07-03,,,,
C0M690,水上,署屬自動站,33,120.388909,23.419734,嘉義縣,水上鄉三鎮村三鎮路119號(水上消防分隊),2015-07-03,,,,
C0M700,竹崎,署屬自動站,150,120.555508,23.526178,嘉義縣,竹崎鄉竹崎村舊車站79號(竹崎消防分隊),2015-07-03,,,,
C0M710,東石,署屬自動站,15,120.15385,23.458927,嘉義縣,東石鄉東石村3號(東石鄉公所),2015-07-03,,,,
C0M720,番路,署屬自動站,225,120.554156,23.464657,嘉義縣,番路鄉下坑村蔡公店101號(番路鄉公所),2015-07-03,,,,
C0M730,嘉義市東區,署屬自動站,40,120.460531,23.457673,嘉義市,親水路123 號(第五河川局水情中心),2015-07-03,,,,
C0M740,六腳,署屬自動站,15,120.290625,23.492871,嘉義縣,六腳鄉蒜頭村73-2號(六腳消防分隊),2015-07-03,,,,
C0M750,布袋,署屬自動站,10,120.167789,23.380878,嘉義縣,布袋鎮龍江里2-2號(布袋消防分隊),2015-07-03,,,,
C0M760,民雄,署屬自動站,40,120.428457,23.551754,嘉義縣,民雄鄉文化路7號(民雄鄉公所),2015-07-03,,,,
C0M770,嘉義梅山,署屬自動站,164,120.555587,23.585398,嘉義縣,梅山鄉中山路282號(梅山鄉公所),2015-07-03,,,,
C0M780,鹿草,署屬自動站,30,120.30835,23.41134,嘉義縣,鹿草鄉西井村287號(鹿草鄉公所),2015-07-03,,,,
C0M790,新港,署屬自動站,15,120.345728,23.553269,嘉義縣,新港鄉公園路28號(新港消防分隊),2015-07-03,,,,
C0M800,茶山,署屬自動站,440,120.664767,23.299075,嘉義縣,阿里山鄉茶山路62號之1(茶山村衛生室),2016-01-01,,,,
C0M810,里佳,署屬自動站,1354,120.716647,23.389125,嘉義縣,阿里山鄉里佳村,2016-01-01,,,,
C0M820,達邦,署屬自動站,980,120.749517,23.453994,嘉義縣,阿里山鄉達邦村21號(鄒族自然與文化中心),2016-01-01,,,,
C0M850,表湖,署屬自動站,695,120.64166,23.24186,嘉義縣,大埔鄉溪頭段1地號,2018-02-14,,,,
C0M860,新美,署屬自動站,578,120.683169,23.338017,嘉義縣,阿里山鄉新美村78號,2020-03-31,,,,
C0M880,好美里,署屬自動站,27,120.138,23.3364,嘉義縣,布袋鎮好美里106號,2022-12-26,,,,
C0N010,鯤鯓國小,署屬自動站,19,120.0889,23.1879,臺南市,將軍區6號,2022-12-26,,,,
C0N020,城西,署屬自動站,27,120.0956,23.0568,臺南市,安南區城西街三段431號,2022-12-26,,,,
C0N030,四草,署屬自動站,2,120.1116,23.0235,臺南市,安南區,2022-12-26,,,,
C0N040,蘆竹溝,署屬自動站,22,120.0961,23.2344,臺南市,北門區蘆竹溝333之11號,2022-12-26,,,,
C0N050,蚵寮,署屬自動站,37,120.1104,23.301,臺南市,北門區保吉里雙春里8鄰73-20號,2022-12-26,,,,
C0O830,北寮,署屬自動站,127,120.495008,23.079561,臺南市,南化區北寮里48-4號,2013-04-18,,原(C1O830)站因擴充為氣象站，於2013/4/18升級為(C0O830)站。,C1O830,
C0O840,王爺宮,署屬自動站,134,120.40085,23.222064,臺南市,六甲區王爺里24號（六甲國小湖東分校）,2013-12-01,,原(C1O840)站因觀測條件不佳及擴充為氣象站，於2013/12/1升級為(C0O840)站。,C1O840,
C0O860,大內,署屬自動站,38,120.36083,23.11885,臺南市,大內區74201大內里63號(大內國民小學),2013-08-01,,原(C1O860)站因擴充為氣象站，於2013/8/1升級為(C0O860)站。,C1O860,
C0O900,善化,署屬自動站,9,120.297219,23.112883,臺南市,善化區益民寮60號(亞洲蔬菜研究發展中心內),1988-12-01,,本站於 2013/5/11 進行儀器汰換，並於2013/8/1完成驗收。,,
C0O960,崎頂,署屬自動站,112,120.369317,22.959547,臺南市,龍崎區中坑里5鄰13號,2013-04-18,,原(C1O960)站因擴充為氣象站，於2013/4/18升級為(C0O960)站。,C1O960,
C0O970,虎頭埤,署屬自動站,71,120.347878,23.021375,臺南市,新化區口埤18號(新化分場),2013-08-01,,原(C1O970)站因擴充為氣象站，於2013/8/1升級為(C0O970)站。,C1O970,
C0O980,新市,署屬自動站,18,120.298197,23.061614,臺南市,新市區永就里53號(番子寮農場),2013-08-01,,原(C1O980)站因擴充為氣象站，於2013/8/1升級為(C0O980)站。,C1O980,
C0O990,媽廟,署屬自動站,18,120.293525,22.99175,臺南市,歸仁區中正北路3段60號(保西國民小學內),2013-12-01,,原(C1O990)站因擴充為氣象站，於2013/12/1升級為(C0O990)站。,C1O990,
C0R100,尾寮山,署屬自動站,1006,120.683889,22.833111,屏東縣,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁),1992-05-01,,本站於2013/10/10進行儀器汰換，並於2013/12/1完成驗收。,,
C0R130,阿禮,署屬自動站,1040,120.743678,22.742908,屏東縣,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,2013-08-01,,原(C1R130)站因擴充為氣象站，於2013/8/1升級為(C0R130)站。,C1R130,
C0R140,瑪家,署屬自動站,740,120.686639,22.682903,屏東縣,瑪家鄉瑪家村4鄰24號(後山),2013-08-01,,原(C1R140)站因擴充為氣象站，於2013/8/1升級為(C0R140)站。,C1R140,
C0R150,三地門,署屬自動站,105,120.639944,22.709889,屏東縣,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內),1992-05-01,,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,,
C0R160,鹽埔,署屬自動站,45,120.530778,22.739558,屏東縣,鹽埔鄉七份路21號(彭厝國小),2013-12-01,,原(C1R160)站於2013/12/1變更為(C0R160)站。,C1R160,
C0R190,赤山,署屬自動站,32,120.614306,22.592333,屏東縣,萬巒鄉建興路40號（赤山國小）,2013-12-01,,原(C1R190)站因觀測環境不佳，於2013/12/1遷移至(C0R190)站。,C1R190,
C0R220,潮州,署屬自動站,23,120.54,22.534361,屏東縣,潮州鎮光春路290號(屏東縣立光春國民中學內),1992-05-01,,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,,
C0R240,來義,署屬自動站,87,120.625111,22.527306,屏東縣,萬巒鄉新隆路64號萬巒農場（佳佐段180號）,2013-12-01,,原(C1R240)站因擴充為氣象站，於2013/12/1升級為(C0R240)站。,C1R240,
C0R260,春日,署屬自動站,76,120.628306,22.370361,屏東縣,春日鄉鄉公所資源回收場旁,2013-12-01,,原(C1R260)站因擴充為氣象站，於2013/12/1升級為(C0R260)站。,C1R260,
C0R270,琉球嶼,署屬自動站,51,120.362236,22.332244,屏東縣,琉球鄉天台段596及597地號,1997-07-01,,本站於2013/9/26進行儀器汰換，並於2013/12/1完成驗收。,,
C0R280,檳榔,署屬自動站,242,120.836777,22.076078,屏東縣,滿州鄉長樂村大公路14號(往南仁山方向),1997-07-01,,本站於2019/09/19進行儀器汰換，於2019/11/28完成驗收。,,
C0R320,車城,署屬自動站,7,120.716247,22.0744,屏東縣,車城鄉福興村中山路66號(車城國小),2019-11-28,,因擴充氣象站，原氣象站(C1R320)，於2019/11/28升級為氣象站，變更站碼為(C0R320)。,C1R320,
C0R341,牡丹,署屬自動站,230,120.792639,22.130036,屏東縣,199縣道23K-23.5K間車城往旭海方向之右側,2019-11-28,,因擴充氣象站，原氣象站(C1R340)，於2019/11/28升級為氣象站，變更站碼為(C0R341)。,C1R340,
C0R350,貓鼻頭,署屬自動站,35,120.7358,21.921774,屏東縣,恆春鎮(貓鼻頭風景區內),1997-07-01,,本站於2019/08/30進行儀器汰換，於2019/11/28完成驗收。,,
C0R440,大漢山,署屬自動站,1654,120.753181,22.405264,屏東縣,春日鄉大漢山頂,2019-11-28,,因擴充氣象站，原氣象站(C1R440)，於2019/11/28升級為氣象站，變更站碼為(C0R440)。,C1R440,
C0R470,高樹,署屬自動站,103,120.600806,22.826389,屏東縣,高樹鄉興中路330號(高樹圖書館),2013-08-01,,,,
C0R480,長治,署屬自動站,57,120.542622,22.693128,屏東縣,長治鄉德成村中興路572-1號(長治消防分隊),2013-08-01,,,,
C0R490,九如,署屬自動站,49,120.490503,22.7405,屏東縣,九如鄉九如路二段416號(九如鄉公所),2013-08-01,,,,
C0R520,崁頂,署屬自動站,18,120.506914,22.514781,屏東縣,崁頂鄉崁頂村興農路29-10號(崁頂消防分隊),2013-08-01,,,,
C0R540,佳冬,署屬自動站,17,120.552375,22.419456,屏東縣,佳冬鄉佳昌路2號(佳冬鄉公所),2013-08-01,,,,
C0R550,新埤,署屬自動站,38,120.582894,22.467947,屏東縣,新埤鄉民眾路103號(新埤消防分隊),2013-08-01,,,,
C0R560,新園,署屬自動站,22,120.461558,22.5434,屏東縣,新園鄉仙吉村店口路116號(新園消防分隊),2013-08-01,,,,
C0R570,麟洛,署屬自動站,37,120.52719,22.65078,屏東縣,麟洛鄉中山路158號(麟洛鄉公所),2013-12-01,,,,
C0R580,南州,署屬自動站,10,120.50274,22.48591,屏東縣,南州鄉溪南村人和路241號(南州消防分隊),2013-08-01,,,,
C0R590,里港,署屬自動站,72,120.49459,22.77919,屏東縣,里港鄉永春村中山路104號(里港鄉公所),2013-08-01,,,,
C0R600,舊泰武,署屬自動站,766,120.664944,22.588194,屏東縣,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心),2013-12-01,,,,
C0R620,墾雷,署屬自動站,34,120.855269,21.900836,屏東縣,恆春鎮燈塔路51巷33號(氣象署墾丁雷達站區內),2016-06-22,,本站於2019/08/31進行儀器汰換，於2019/11/28完成驗收。,,
C0R640,東港,署屬自動站,21,120.44074,22.46247,屏東縣,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）,2018-08-11,,,,
C0R650,竹田,署屬自動站,29,120.54344,22.58486,屏東縣,竹田鄉中正路123號(竹田鄉公所清潔隊),2018-08-11,,,,
C0R660,枋寮,署屬自動站,20,120.590647,22.367722,屏東縣,枋寮鄉枋寮村德興路197號(枋寮國小),2019-11-28,,,,
C0R670,楓港,署屬自動站,26,120.692156,22.190131,屏東縣,枋山鄉善餘村光復路24號(楓港國小),2019-11-28,,,,
C0R680,佳樂水,署屬自動站,13,120.861633,21.993578,屏東縣,滿州鄉佳樂水風景區內,2019-11-28,,,,
C0R690,墾丁,署屬自動站,348,120.810269,21.966756,屏東縣,恆春鎮墾丁森林遊樂區林業試驗所觀測坪,2019-11-28,,,,
C0R700,枋山,署屬自動站,19,120.661086,22.246844,屏東縣,枋山鄉中山路三段52號(加祿國小),2019-11-28,,,,
C0R710,龍磐,署屬自動站,117,120.838942,21.931672,屏東縣,恆春助航台(NDB歸航台),2020-04-09,,,,
C0R720,旭海,署屬自動站,214,120.887614,22.205403,屏東縣,牡丹鄉旭海大草原步道旁,2019-11-28,,,,
C0R730,大坪頂,署屬自動站,163,120.69355,22.024633,屏東縣,恆春鎮大坪頂電信機房旁,2020-04-09,,,,
C0R741,獅子,署屬自動站,72,120.705236,22.202308,屏東縣,獅子鄉楓林村楓林四巷28號（獅子鄉圖書館）,2025-01-20,,原(C0R740)站因移位，於2025/01/20變更為(C0R741)站。,C0R740,
C0R750,四林格山,署屬自動站,551,120.802439,22.076989,屏東縣,牡丹鄉四林格山遊樂區第2涼亭旁大草原,2020-04-09,,,,
C0R760,南仁湖,署屬自動站,336,120.863353,22.084681,屏東縣,滿州鄉南仁湖步道4K山頂觀測站旁,2020-04-09,,,,
C0R770,保力,署屬自動站,93,120.764111,22.071122,屏東縣,車城鄉保力村竹社路5號,2020-04-09,,,,
C0R780,滿州,署屬自動站,72,120.839892,22.024403,屏東縣,滿州鄉文化路32號,2020-04-09,,,,
C0R790,九棚,署屬自動站,111,120.889281,22.14195,屏東縣,牡丹鄉九棚中科院基地,2020-04-09,,,,
C0R800,丹路,署屬自動站,131,120.750989,22.204481,屏東縣,獅子鄉丹路一巷1號,2020-04-09,,,,
C0R810,內獅,署屬自動站,25,120.642986,22.305064,屏東縣,獅子鄉內獅村1號(內獅國小),2020-04-09,,,,
C0R820,白鷺,署屬自動站,588,120.666219,22.454275,屏東縣,來義鄉白鷺大橋沿白鷺道路5.5公里處,2020-04-09,,,,
C0R830,高士,署屬自動站,383,120.836781,22.121825,屏東縣,牡丹鄉高士社區進水廠水塔頂,2020-04-09,,,,
C0R840,牡丹池山,署屬自動站,536,120.841225,22.168389,屏東縣,牡丹鄉牡丹池山山頂,2020-04-09,,,,
C0R850,林邊,署屬自動站,16,120.5339,22.4634,屏東縣,林邊鄉竹林村中興路122號,2022-12-26,,,,
C0R860,鼻頭,署屬自動站,31,120.8979,22.1043,屏東縣,滿州鄉九棚村,2022-12-26,,,,
C0R870,興海,署屬自動站,13,120.8439,21.9752,屏東縣,滿州鄉港口村13鄰興海路106號,2022-12-26,,,,
C0R880,後壁湖,署屬自動站,13,120.7457,21.9457,屏東縣,恆春鎮大光里9鄰大光路79之40號,2022-12-26,,,,
C0R890,山海,署屬自動站,33,120.7091,21.9878,屏東縣,恆春鎮山海里山海路2之1號,2022-12-26,,,,
C0R900,竹坑,署屬自動站,30,120.7022,22.1385,屏東縣,車城鄉海口村尖山46號,2022-12-26,,,,
C0R910,下寮,署屬自動站,8,120.5548,22.3929,屏東縣,枋寮鄉德聖路47號,2022-12-26,,,,
C0R920,塭仔,署屬自動站,19,120.5197,22.4169,屏東縣,佳冬鄉焰溫村炯興路51號,2022-12-26,,,,
C0R930,萬丹,署屬自動站,18,120.4851,22.5885,屏東縣,萬丹鄉和平西路149號（萬丹消防分隊樓頂）,2023-03-14,,原(C0R510)站因移位，於2023/03/14變更為(C0R930)站。,C0R510,
C0R940,加祿堂,署屬自動站,24,120.6217,22.3363,屏東縣,枋山鄉加祿村190之300號,2022-12-26,,原(C0E940)站因縣市代碼不符，於2023/01/04重新編碼為為(C0R940)站。,,
C0R950,萬隆國小,署屬自動站,51,120.587817,22.507667,屏東縣,新埤鄉中山路126號,2025-02-05,,,,
C0R960,內埔,署屬自動站,58,120.570714,22.608483,屏東縣,內埔鄉南華路1號,2025-02-05,,,,
C0S660,下馬,署屬自動站,794,121.070312,23.150427,臺東縣,海端鄉廢棄下馬派出所旁,2019-06-07,,原(C1S660)站因擴充為氣象站，於2019/6/7升級為(C0S660)站。,C1S660,
C0S690,太麻里,署屬自動站,522,120.98533,22.60902,臺東縣,太麻里鄉(往金針山茶區之半路上),1997-07-01,,本站於2019/3/5起進行儀器汰換，於2019/6/7完成驗收。,,
C0S700,知本,署屬自動站,507,121.005642,22.684866,臺東縣,卑南鄉溫泉村(溫泉國小之樂山分校內),1997-07-01,,本站於2019/2/23進行儀器汰換，於2019/6/7完成驗收。,,
C0S710,鹿野,署屬自動站,382,121.122994,22.917711,臺東縣,鹿野鄉鹿野高台高眺亭公廁東側草地上,1997-07-01,,於2015/1/1短距離位移。本站於2019/3/20起進行儀器汰換，於2019/6/7完成驗收。,,
C0S730,綠島,署屬自動站,110,121.47533,22.6672,臺東縣,綠島鄉,1997-07-01,,本站於2019/3/25起進行儀器汰換，於2019/6/7完成驗收。,,
C0S740,池上,署屬自動站,289,121.209469,23.119628,臺東縣,池上鄉新興村104號(退輔會臺東農場內),1997-07-01,,本站於2019/3/22起進行儀器汰換，於2019/6/7完成驗收。,,
C0S750,向陽,署屬自動站,2280,120.986133,23.248397,臺東縣,海端鄉向陽(公路局向陽工務段圍牆內),1997-07-01,,本站於2019/4/16起進行儀器汰換，於2019/6/7完成驗收。,,
C0S760,紅石,署屬自動站,1621,121.126219,23.069131,臺東縣,海端鄉紅石(紅石瞭望臺旁),1997-07-01,,本站於2019/4/14起進行儀器汰換，於2019/6/7完成驗收。,,
C0S770,大溪山,署屬自動站,375,120.943325,22.478475,臺東縣,太麻里鄉多良村(廢棄中華電信轉播站旁),1997-07-01,,本站於2019/3/8起進行儀器汰換，於2019/6/7完成驗收。,,
C0S790,金崙,署屬自動站,236,120.966875,22.538122,臺東縣,太麻里鄉金崙段0304-1地號,2004-06-01,,本站於2019/2/26起進行儀器汰換，於2019/6/7完成驗收。,,
C0S810,東河,署屬自動站,65,121.303986,22.972672,臺東縣,東河鄉北東河17鄰26號(東河國民小學操場旁),2004-06-01,,原(C1S640)站因擴充為氣象站，於2004/6/1升級為(C0S810)站。本站於2019/3/31起進行儀器汰換，於2019/6/7完成驗收。,C1S640,
